#,NAME,RAJD,DECJD,BINARY,BINCOMP,PSR,AGE,EDOT,
1236,J1624-4613,246.07791667,-46.21722222,*,*,*,2.27e+08,3.63e+30,
1237,J1624-4721,246.22870833,-47.35750000,*,*,*,1.71e+06,1.81e+33,
1238,J1624+5850,246.00401667,58.83771389,*,*,*,3.12e+07,4.72e+31,
1239,J1624+8643,246.13635035,86.72033519,*,*,*,2.46e+07,1.62e+32,
1240,J1625-0021,246.29315792,-0.35804444,ELL1,He[drc+21],HE[drc+21],2.11e+09,3.70e+34,
1241,J1625-4048,246.29304167,-40.80597222,*,*,*,8.42e+07,1.34e+30,
1242,J1625-4904,246.32520833,-49.07600000,*,*,*,4.35e+05,6.78e+33,
1243,J1625-4913,246.31837500,-49.22905556,*,*,*,8.48e+05,5.82e+33,
1244,J1626-44,246.75000000,-44.36666667,*,*,*,*,*,
1245,J1626-4537,246.70408333,-45.62377778,*,*,*,7.08e+05,6.45e+33,
1246,J1626-4807,246.67708333,-48.13166667,*,*,*,2.66e+05,2.72e+34,
1247,J1626-6621,246.52854583,-66.35424167,*,*,*,9.32e+06,3.30e+32,
1248,J1627+1419,246.82816250,14.32241667,*,*,*,1.98e+07,1.31e+32,
1249,J1627+3219,246.98500000,32.32750000,ELL1,*,NRAD[aab+22],6.31e+09,2.08e+34,
1250,J1627-4706,246.86979167,-47.11394444,*,*,*,1.29e+06,2.45e+34,
1251,J1627-4845,246.79308333,-48.75222222,*,*,*,2.66e+06,6.26e+32,
1252,J1627-49,246.92500000,-49.90000000,*,*,*,*,*,
1253,J1627-51,246.87500000,-51.13333333,*,*,*,*,*,
1254,J1627-5547,246.83783333,-55.79788889,*,*,*,7.57e+06,6.65e+32,
1255,J1627-5936,246.96912500,-59.61536111,*,*,*,7.02e+08,7.11e+30,
1256,J1628-3205,247.02916667,-32.09691667,BTX,MS[lht14],HE,4.26e+09,1.42e+34,
1257,J1628+4406,247.20963287,44.11183659,*,*,*,1.48e+08,1.29e+32,
1258,J1628-4804,247.11179167,-48.08305556,*,*,*,1.10e+07,7.57e+31,
1259,J1628-4828,247.12875000,-48.47833333,*,*,*,3.74e+06,9.77e+30,
1260,J1629+33,247.25000000,33.00000000,*,*,*,*,*,
1261,J1629-3636,247.39920833,-36.60361111,*,*,*,6.76e+06,1.04e+31,
1262,J1629-3825,247.31090833,-38.42480556,*,*,*,1.88e+07,1.20e+32,
1263,J1629-6902,247.28654417,-69.04591500,*,*,*,9.51e+09,1.83e+33,
1264,J1630-2609,247.62079167,-26.16305556,*,*,*,1.93e+07,8.86e+30,
1265,J1630+3550,247.64977775,35.84512028,ELL1,UL[sbo+22],*,2.45e+09,2.45e+34,
1266,J1630+3734,247.65194554,37.57836028,BT,He[san16],HE,4.92e+09,1.16e+34,
1267,J1630-4719,247.51029167,-47.32833333,*,*,*,6.25e+05,3.20e+33,
1268,B1626-47,247.65612500,-47.55138889,*,*,*,4.09e+05,4.60e+33,
1269,J1631-1612,247.96862500,-16.21444444,*,*,*,9.80e+06,1.39e+32,
1270,J1631-4155,247.82637500,-41.91769444,*,*,*,9.91e+08,2.08e+30,
1271,J1632-1013,248.22583333,-10.22166667,*,*,*,1.72e+08,7.05e+30,
1272,J1632-4509,248.05833333,-45.15250000,*,*,*,1.11e+06,5.12e+32,
1273,J1632-4621,248.20755417,-46.36350000,*,*,*,3.56e+05,6.01e+32,
1274,J1632-4757,248.06941667,-47.95958333,*,*,*,2.40e+05,4.98e+34,
1275,J1632-4818,248.16541667,-48.31494444,*,*,*,1.99e+04,4.76e+34,
1276,J1633-2009,248.48041667,-20.16916667,*,*,*,1.39e+07,5.16e+31,
1277,B1630-44,248.44603333,-44.88550000,*,*,*,1.12e+06,2.94e+33,
1278,J1633-4805,248.27250000,-48.09333333,*,*,*,1.46e+05,8.45e+33,
1279,B1629-50,248.25035875,-50.25232167,*,*,*,1.47e+06,3.42e+33,
1280,J1634+02,248.70833333,2.56750000,*,*,NRAD[aab+22],*,*,
1281,J1634-4229,248.56110417,-42.49563889,*,*,*,3.99e+06,3.86e+31,
1282,J1634-49,248.62500000,-49.86666667,*,*,*,*,*,
1283,J1634-5107,248.52079167,-51.12933333,*,*,*,5.11e+06,4.76e+32,
1284,J1634-5640,248.57987500,-56.68019444,*,*,*,8.66e+07,1.44e+32,
1285,J1635-1511,248.94733333,-15.19777778,*,*,*,8.05e+07,5.58e+30,
1286,J1635+2332,248.77233333,23.53977778,*,*,*,2.22e+07,1.93e+31,
1287,B1633+24,248.85742371,24.31314405,*,*,*,6.51e+07,3.99e+31,
1288,J1635-4513,248.98083333,-45.22416667,*,*,*,7.02e+06,3.50e+31,
1289,J1635-4735,248.96601667,-47.58980833,*,*,AXP/NRAD,*,*,
1290,J1635-4944,248.98083333,-49.74333333,*,*,*,1.21e+06,1.14e+33,
1291,B1630-59,248.78783333,-59.91138889,*,*,*,6.13e+06,3.65e+32,
1292,J1636-2614,249.04794167,-26.24638889,*,*,*,1.99e+06,1.20e+33,
1293,J1636-4440,249.06887500,-44.67361111,*,*,*,7.01e+04,2.09e+35,
1294,J1636-4803,249.13333333,-48.06527778,*,*,*,9.22e+05,4.68e+32,
1295,J1636-4933,249.22979167,-49.55277778,*,*,*,4.53e+06,7.46e+32,
1296,J1637-4335,249.48666667,-43.59500000,*,*,*,3.38e+06,3.11e+32,
1297,J1637-4450,249.47145833,-44.84063889,*,*,*,6.96e+06,1.41e+33,
1298,B1634-45,249.49455000,-45.89078333,*,*,*,5.90e+05,7.52e+34,
1299,J1637-46,249.40000000,-46.21666667,*,*,*,*,*,
1300,J1637-4642,249.30729167,-46.70394444,*,*,*,4.12e+04,6.40e+35,
1301,J1637-4721,249.29750000,-47.35083333,*,*,*,4.16e+06,1.11e+32,
1302,J1637-4816,249.49450000,-48.27000000,*,*,*,2.27e+06,3.92e+32,
1303,J1638-35,249.50000000,-35.00000000,*,*,*,*,*,
1304,J1638-3815,249.65562083,-38.25094444,*,*,*,1.44e+08,8.93e+30,
1305,J1638-3951,249.56483333,-39.86638889,*,*,*,2.07e+07,5.08e+31,
1306,J1638+4005,249.56767917,40.09899167,*,*,*,6.65e+07,1.60e+31,
1307,J1638-4233,249.60295833,-42.56527778,*,*,*,8.02e+05,2.99e+33,
1308,J1638-4344,249.72033333,-43.73444444,*,*,*,7.11e+08,6.99e+29,
1309,J1638-44,249.57500000,-44.66666667,*,*,*,*,*,
1310,J1638-4417,249.69260833,-44.28422222,*,*,*,1.16e+06,3.88e+34,
1311,J1638-4608,249.59691667,-46.13705556,*,*,*,8.56e+04,9.44e+34,
1312,J1638-4725,249.55391667,-47.42555556,MSS,MS[lfl+06],*,2.53e+06,4.24e+32,
1313,J1638-5226,249.74983333,-52.44927778,*,*,*,2.04e+06,2.65e+33,
1314,J1639-4359,249.77854167,-43.99777778,*,*,*,6.21e+08,2.92e+30,
1315,B1635-45,249.83833750,-46.07586111,*,*,*,1.45e+06,6.16e+33,
1316,J1640+2224,250.06977112,22.40245113,DDH,He(?)[vdk+18],HE[aab+22],1.78e+10,3.51e+33,
1317,J1640-4631,250.18133333,-46.52650000,*,*,NRAD,3.35e+03,4.38e+36,
1318,J1640-4648,250.19841667,-46.81250000,*,*,*,3.51e+06,5.61e+33,
1319,B1636-47,250.05454167,-47.26058333,*,*,*,1.95e+05,1.20e+34,
1320,J1640-4951,250.18150000,-49.85058333,*,*,*,3.51e+07,3.27e+31,
1321,J1641-2347,250.32516667,-23.79333333,*,*,*,4.21e+08,1.25e+30,
1322,B1639+36A,250.42029246,36.45416078,*,*,*,*,*,
1323,B1639+36B,250.41829767,36.43291333,ELL1,He[hrs+07],*,*,*,
1324,J1641+3627C,250.42086450,36.45076217,*,*,*,4.78e+10,9.44e+32,
1325,J1641+3627D,250.42664680,36.45783392,ELL1,He(?)[zzh21],*,*,*,
1326,J1641+3627E,250.42509208,36.45971322,ELL1,UL[hrs+07],*,2.26e+09,4.48e+34,
1327,J1641+3627F,250.43585750,36.47111206,ELL1,He(?)[zzh21],*,3.40e+09,2.04e+34,
1328,J1641-5317,250.31629167,-53.29688889,*,*,NRAD[aab+22],7.50e+05,2.72e+34,
1329,J1641+8049,250.33682571,80.83136505,ELL1,UL[lsk+18],HE[aab+22],3.58e+09,4.28e+34,
1330,J1643-10,250.75000000,-10.00000000,*,*,*,*,*,
1331,J1643-1224,250.90900916,-12.41629785,T2,He[lnl+95],*,3.97e+09,7.38e+33,
1332,J1643+1338,250.97558333,13.64552778,*,*,*,2.24e+07,2.31e+31,
1333,J1643-4505,250.90379167,-45.09605556,*,*,*,1.18e+05,9.39e+34,
1334,J1643-4522,250.83500000,-45.36694444,*,*,*,2.58e+06,1.34e+32,
1335,J1643-4550,250.80633333,-45.84847222,*,*,*,3.79e+05,3.20e+33,
1336,J1644-33,251.00000000,-33.00000000,*,*,*,*,*,
1337,J1644-44,251.15000000,-44.16666667,*,*,*,*,*,
1338,B1641-45,251.20530417,-45.98603056,*,*,*,3.59e+05,8.42e+33,
1339,J1644-46,251.02500000,-46.43333333,*,*,*,*,*,
1340,J1644-4657,251.16041667,-46.96055556,*,*,*,2.66e+06,1.48e+34,
1341,B1642-03,251.25850250,-3.29939417,*,*,*,3.45e+06,1.21e+33,
1342,J1645+1012,251.39339583,10.20445556,*,*,*,8.01e+07,4.63e+31,
1343,J1646-1910,251.57775000,-19.17055556,*,*,*,7.61e+06,3.54e+30,
1344,J1646-2142,251.57764333,-21.70069167,*,*,*,1.11e+10,1.64e+33,
1345,J1646-4308,251.73041667,-43.13527778,*,*,*,1.21e+08,7.31e+30,
1346,B1643-43,251.71375000,-43.77722222,*,*,*,3.25e+04,3.58e+35,
1347,J1646-5123,251.65145833,-51.38738889,*,*,*,4.00e+06,5.56e+32,
1348,B1641-68,251.72879167,-68.53102778,*,*,*,1.66e+07,1.18e+31,
1349,J1647-3607,251.94379167,-36.11777778,*,*,RRAT,2.61e+07,5.32e+32,
1350,J1647-4552,251.79250000,-45.87133333,*,*,AXP/NRAD,2.02e+05,2.75e+31,
1351,J1647+6608,251.88550721,66.13951249,*,*,*,3.23e+06,7.56e+31,
1352,J1648-3256,252.02529167,-32.94466667,*,*,*,3.23e+06,3.74e+32,
1353,J1648-4458,252.05416667,-44.97388889,*,*,*,5.38e+06,2.93e+32,
1354,J1648-4611,252.09184583,-46.18770833,*,*,HE[aab+22],1.10e+05,2.09e+35,
1355,J1648-6044,252.21345833,-60.74041667,*,*,*,2.16e+07,8.51e+31,
1356,J1649+2533,252.43429167,25.55194444,*,*,*,2.88e+07,2.11e+31,
1357,J1649-3012,252.25000000,-30.20000000,*,*,NRAD[nie+20],4.09e+09,1.30e+34,
1358,J1649-3805,252.45092500,-38.09975000,*,*,*,1.13e+08,8.05e+31,
1359,J1649-3935,252.27783333,-39.59561111,*,*,*,3.12e+08,3.37e+30,
1360,J1649-4349,252.33508333,-43.82283333,*,*,*,3.14e+08,2.63e+30,
1361,J1649-4653,252.35254167,-46.88591667,*,*,*,1.78e+05,1.13e+34,
1362,J1649-4729,252.32612500,-47.49805556,*,*,*,7.20e+05,9.80e+33,
1363,J1649-5553,252.37958333,-55.89444444,*,*,*,5.73e+06,2.90e+32,
1364,J1650-1654,252.61320583,-16.91174500,*,*,*,8.66e+06,2.36e+31,
1365,J1650-4126,252.55489167,-41.44272222,*,*,*,2.47e+08,2.65e+31,
1366,J1650-4341,252.68616667,-43.69188889,*,*,*,2.94e+08,2.22e+31,
1367,J1650-4502,252.63458333,-45.04369444,*,*,*,3.76e+05,1.15e+34,
1368,J1650-4601,252.57758333,-46.02183333,*,*,NRAD[aab+22],1.33e+05,2.91e+35,
1369,J1650-4921,252.64628750,-49.35104444,*,*,*,1.36e+06,1.88e+34,
1370,J1651+14,252.75000000,14.36666667,*,*,*,*,*,
1371,B1648-17,252.88230300,-17.15614106,*,*,*,5.08e+06,1.30e+32,
1372,B1648-42,252.95332083,-42.76943611,*,*,*,2.82e+06,3.12e+32,
1373,J1651-4519,252.98833333,-45.31972222,*,*,*,1.00e+06,2.33e+33,
1374,B1647-52,252.92900833,-52.38288333,*,*,*,5.56e+06,2.79e+32,
1375,B1647-528,252.92254167,-52.92991667,*,*,*,6.67e+06,1.18e+32,
1376,J1651-7642,252.78279167,-76.71097222,*,*,*,2.04e+07,9.95e+30,
1377,J1652-1400,253.06948750,-14.00761111,*,*,*,2.75e+08,2.44e+31,
1378,B1649-23,253.24387329,-24.06413041,*,*,*,8.55e+06,2.52e+31,
1379,J1652+2651,253.01279167,26.86122222,*,*,*,2.22e+07,3.36e+31,
1380,J1652-4406,253.24791667,-44.10138889,*,*,RRAT,1.29e+07,8.19e+29,
1381,J1652-4838,253.22500000,-48.75000000,*,*,*,*,*,
1382,J1653-0158,253.40855754,-1.97691472,ELL1,He(?)[nck+20],NRAD[aab+22],1.30e+10,1.24e+34,
1383,J1653-2054,253.37929167,-20.91530556,ELL1,He(?)[btb+15],*,5.86e+09,6.26e+33,
1384,B1650-38,253.41582500,-38.63911111,*,*,*,1.73e+06,3.88e+33,
1385,J1653-4030,253.39262500,-40.50038889,*,*,*,3.70e+07,1.63e+31,
1386,J1653-4105,253.35572500,-41.09044444,*,*,*,1.46e+08,1.72e+31,
1387,J1653-4249,253.41758333,-42.81758333,*,*,*,2.02e+06,8.27e+32,
1388,J1653-4315,253.37375000,-43.25027778,*,*,*,4.43e+08,8.03e+30,
1389,J1653-45,253.47500000,-45.28333333,*,*,BINARY[ccb+20],*,*,
1390,J1653-4854,253.48625000,-48.91416667,*,*,*,1.41e+07,4.76e+30,
1391,J1654-23,253.51250000,-23.58333333,*,*,RRAT,*,*,
1392,J1654-26,253.66250000,-26.60500000,*,*,*,*,*,
1393,J1654-2713,253.59844778,-27.21710208,*,*,*,7.49e+07,1.33e+31,
1394,J1654-3710,253.68510833,-37.18252778,*,*,*,2.03e+07,3.50e+31,
1395,J1654-4140,253.59791667,-41.67333333,*,*,*,1.55e+08,2.48e+30,
1396,J1654-4245,253.59200000,-42.76083333,*,*,*,3.41e+05,1.51e+33,
1397,J1655-3048,253.85220833,-30.81166667,*,*,*,2.35e+08,9.03e+30,
1398,J1655-3844,253.91108333,-38.73583333,*,*,*,9.45e+06,4.65e+31,
1399,J1656+00,254.17083333,0.43333333,*,*,*,*,*,
1400,J1656-3621,254.13731250,-36.36658333,*,*,*,9.07e+06,1.29e+32,
1401,J1656+6203,254.04287500,62.06400278,*,*,*,1.46e+07,7.13e+31,
1402,J1657-0406A,254.28791667,-4.10027778,*,*,*,*,*,
1403,J1657-0406B,254.28791667,-4.10027778,*,*,BINARY(?)[pqm+21],*,*,
1404,J1657+3304,254.46117500,33.07601389,*,*,*,1.43e+07,1.77e+31,
1405,J1657-4432,254.40304167,-44.53888889,*,*,*,1.18e+06,1.43e+33,
1406,J1658-2823,254.51250000,-28.38444444,*,*,RRAT[mss+20],*,*,
1407,J1658+3630,254.61049917,36.50835972,ELL1,CO[tbc+20],*,4.52e+09,1.27e+32,
1408,J1658-4306,254.56916667,-43.11388889,*,*,*,4.32e+05,1.06e+33,
1409,J1658-47,254.60000000,-47.20000000,*,*,*,*,*,
1410,J1658-4958,254.72883333,-49.98288889,*,*,*,1.71e+06,2.10e+33,
1411,J1658-5324,254.66393162,-53.40194528,*,*,HE,3.46e+09,3.03e+34,
1412,B1657-13,254.97119792,-13.08583042,*,*,*,1.64e+07,9.26e+31,
1413,J1659-4316,254.98491667,-43.26833333,*,*,*,4.40e+07,6.32e+31,
1414,J1659-4439,254.91433333,-44.65027778,*,*,*,2.24e+08,2.24e+31,
1415,J1659-54,254.84583333,-54.00000000,*,*,*,*,*,
1416,J1700-0954,255.01345000,-9.91200000,*,*,*,1.72e+07,5.44e+31,
1417,J1700-3312,255.22075537,-33.21291686,*,*,*,4.57e+06,7.42e+31,
1418,J1700-3611,255.20550000,-36.19805556,*,*,*,5.47e+06,5.12e+31,
1419,J1700-3919,255.09279167,-39.31667222,*,*,*,1.77e+09,1.13e+30,
1420,J1700-4012,255.16062500,-40.21072222,*,*,*,4.54e+07,1.71e+32,
1421,J1700-4422,255.22362500,-44.37416667,*,*,*,2.99e+08,3.66e+30,
1422,J1700-4939,255.09400000,-49.65416667,*,*,*,8.50e+06,2.20e+32,
1423,J1701-3006A,255.30212258,-30.10838139,BT,He[lfrj12],*,*,*,
1424,J1701-3006B,255.30278208,-30.11362333,BT,He[lfrj12],*,*,*,
1425,J1701-3006C,255.30360800,-30.11650417,BT,UL[lfrj12],*,*,*,
1426,J1701-3006D,255.30651292,-30.11182194,BT,He[lfrj12],*,4.31e+08,1.24e+35,
1427,J1701-3006E,255.30530583,-30.11302500,BT,UL[lfrj12],*,1.65e+08,3.62e+35,
1428,J1701-3006F,255.30342583,-30.11439444,BT,UL[lfrj12],*,1.64e+08,7.26e+35,
1429,J1701-3006G,255.30833333,-30.11166667,ELL1,He(?)[rgf+21],*,*,*,
1430,J1701-3130,255.43130417,-31.51019444,*,*,*,8.25e+07,8.93e+31,
1431,B1658-37,255.32687500,-37.44088889,*,*,*,3.50e+06,2.97e+31,
1432,B1657-45,255.37147500,-45.56352778,*,*,*,9.85e+06,6.09e+32,
1433,J1701-4958,255.30345833,-49.97583333,*,*,*,1.16e+08,8.35e+30,
1434,J1702-3932,255.55983333,-39.54444444,*,*,*,1.64e+07,2.51e+32,
1435,J1702-4128,255.71883333,-41.48005556,*,*,HE[kbm+03/aab+22],5.51e+04,3.42e+35,
1436,J1702-4217,255.65183333,-42.28366667,*,*,*,3.16e+08,3.82e+31,
1437,J1702-4306,255.61400000,-43.11252778,*,*,*,3.49e+05,3.86e+34,
1438,J1702-4310,255.61225000,-43.17777778,*,*,*,1.70e+04,6.35e+35,
1439,J1702-4428,255.71916667,-44.46750000,*,*,*,1.02e+07,1.36e+31,
1440,J1703-18,255.85833333,-18.81500000,*,*,*,*,*,
1441,B1700-18,255.96288125,-18.77079028,*,*,*,7.36e+06,1.31e+32,
1442,B1700-32,255.84392038,-32.69667568,*,*,*,2.91e+07,1.46e+31,
1443,J1703-38,255.85833333,-38.20000000,*,*,RRAT,*,*,
1444,J1703-4442,255.83579167,-44.71166667,*,*,*,1.94e+06,1.06e+32,
1445,J1703-4851,255.97725417,-48.86695556,*,*,*,4.36e+06,7.36e+31,
1446,J1704-3756,256.23944167,-37.94525000,*,*,*,4.29e+05,1.57e+34,
1447,J1704-5236,256.16903750,-52.61594444,*,*,*,7.03e+07,1.67e+32,
1448,B1659-60,256.06166667,-60.28166667,*,*,*,5.33e+06,1.25e+33,
1449,J1705-04,256.25000000,-4.68333333,*,*,RRAT,*,*,
1450,J1705-1903,256.36250000,-19.13444444,*,*,*,*,*,
1451,B1702-19,256.40041557,-19.11073499,*,*,HE,1.14e+06,6.11e+33,
1452,J1705-3423,256.42650833,-34.39530556,*,*,*,3.76e+06,2.55e+33,
1453,J1705-3936,256.40458333,-39.60805556,*,*,*,7.03e+05,1.22e+33,
1454,J1705-3950,256.37433333,-39.84972222,*,*,*,8.34e+04,7.37e+34,
1455,J1705-4108,256.33500000,-41.14555556,*,*,*,3.93e+05,2.15e+33,
1456,J1705-4331,256.39964167,-43.52044444,*,*,*,4.95e+07,2.55e+32,
1457,J1705-6135,256.31375000,-61.58750000,*,*,*,2.14e+08,4.48e+30,
1458,J1706-3839,256.58875000,-38.66416667,*,*,*,3.10e+06,5.88e+32,
1459,J1706-4310,256.51879167,-43.17250000,*,*,*,1.50e+06,1.09e+33,
1460,J1706-4434,256.59659583,-44.57500000,*,*,*,2.64e+06,1.28e+33,
1461,J1706+59,256.75000000,59.16666667,*,*,*,*,*,
1462,J1706-6118,256.54080833,-61.30325000,*,*,*,1.96e+07,2.43e+32,
1463,J1707+35,256.75000000,35.93333333,*,*,*,*,*,
1464,B1703-40,256.84075000,-40.89863889,*,*,*,4.79e+06,3.86e+32,
1465,J1707-4341,256.91712500,-43.68666667,*,*,*,2.48e+06,3.18e+32,
1466,J1707-4417,256.92254167,-44.28861111,*,*,RRAT,7.84e+06,2.40e+30,
1467,J1707-4729,256.81477917,-47.49291667,*,*,*,2.71e+06,3.26e+33,
1468,J1708+02,257.16250000,1.80166667,*,*,*,*,*,
1469,J1708-3426,257.24079167,-34.44555556,*,*,*,2.61e+06,5.01e+32,
1470,J1708-3506,257.07342563,-35.10628889,DD,He[bbb+11],*,6.25e+09,4.93e+33,
1471,J1708-3641,257.14962500,-36.68930556,*,*,*,6.90e+07,2.63e+31,
1472,J1708-3827,257.06875000,-38.46000000,*,*,*,2.26e+06,1.84e+32,
1473,J1708-4008,257.19529167,-40.14790000,*,*,AXP/NRAD,8.90e+03,5.80e+32,
1474,J1708-4522,257.05383333,-45.38083333,*,*,*,7.87e+06,4.72e+31,
1475,J1708-52,257.00000000,-52.00000000,*,*,*,*,*,
1476,B1701-75,257.01041667,-75.65638889,*,*,*,1.00e+07,4.39e+31,
1477,J1709-0333,257.38662500,-3.55555556,*,*,*,*,*,
1478,B1706-16,257.36017208,-16.68270278,*,*,*,1.64e+06,8.94e+32,
1479,J1709+2313,257.27413333,23.22440278,BT,He[lwf+04],*,2.02e+10,1.44e+33,
1480,J1709-3626,257.43812500,-36.43433333,*,*,*,3.13e+06,9.97e+32,
1481,J1709-3841,257.31662500,-38.68805556,*,*,*,1.18e+06,1.53e+33,
1482,J1709-43,257.44583333,-43.91194444,*,*,RRAT,*,*,
1483,J1709-4342,257.37875000,-43.70388889,*,*,*,3.44e+07,6.04e+30,
1484,J1709-4401,257.42245833,-44.01977778,*,*,*,1.86e+06,4.49e+32,
1485,B1706-44,257.42803333,-44.48562222,*,*,HE[ghd02/aaa+10m],1.75e+04,3.41e+36,
1486,J1710-2616,257.52041667,-26.27638889,*,*,*,7.56e+08,9.09e+29,
1487,J1710-37,257.62500000,-37.50000000,*,*,*,*,*,
1488,J1710-4148,257.59895833,-41.80527778,*,*,*,4.45e+07,1.71e+32,
1489,J1710+4923,257.51850454,49.38652178,*,*,*,2.80e+09,2.15e+34,
1490,B1709-15,257.97941575,-15.16104092,*,*,*,1.25e+07,6.64e+31,
1491,J1711-3826,257.93520833,-38.43722222,*,*,*,9.95e+05,2.90e+33,
1492,J1711-4322,257.79400417,-43.38141667,ELL1,He[lfl+06],*,6.10e+07,9.74e+32,
1493,B1707-53,257.97137500,-53.83841667,*,*,*,9.17e+05,8.44e+32,
1494,J1712-2715,258.04879167,-27.26472222,*,*,*,3.16e+06,3.03e+33,
1495,J1712-391,258.14583333,-39.71666667,*,*,*,*,*,
1496,J1712-392,258.14583333,-39.71666667,*,*,*,*,*,
1497,J1713+0747,258.45639077,7.79374438,T2,He[sns+05],HE[egc+13],8.49e+09,3.53e+33,
1498,J1713-3844,258.25958333,-38.74138889,*,*,*,1.43e+05,1.71e+33,
1499,J1713-3949,258.36666667,-39.81666667,*,*,*,*,*,
1500,J1713+7810,258.36279167,78.17610833,*,*,*,6.01e+07,5.56e+31,
1501,J1714-1054,258.66717500,-10.90302778,*,*,*,1.88e+08,6.88e+30,
1502,J1714-3810,258.52391667,-38.17525000,*,*,AXP/NRAD,1.03e+03,4.15e+34,
1503,J1714-3830,258.58250000,-38.50638889,*,*,NRAD[plca18],*,*,
1504,J1715-3247,258.84775000,-32.79166667,*,*,*,2.17e+08,1.81e+30,
1505,J1715-3700,258.79020833,-37.00111111,*,*,*,8.47e+07,1.22e+31,
1506,J1715-3859,258.90787500,-38.99030556,*,*,*,3.34e+06,2.17e+32,
1507,J1715-3903,258.80866667,-39.04919444,*,*,*,1.18e+05,6.84e+34,
1508,J1715-4034,258.92050000,-40.57166667,*,*,*,1.08e+07,1.35e+31,
1509,J1715-4254,258.79391667,-42.91500000,*,*,*,1.04e+07,1.83e+32,
1510,J1715+46,258.95000000,46.05000000,*,*,*,*,*,
1511,J1716+34,259.03333333,34.60305556,*,*,NRAD[aab+22],*,*,
1512,J1716-3720,259.04733333,-37.34555556,*,*,*,5.56e+05,2.83e+33,
1513,J1716-4005,259.17525000,-40.09083333,*,*,*,1.72e+06,3.74e+33,
1514,J1716-4111,259.18461250,-41.18597222,*,*,*,5.70e+06,1.02e+32,
1515,J1716-4711,259.00462083,-47.18358333,*,*,*,1.06e+07,1.92e+32,
1516,J1717+03,259.48333333,3.18333333,*,*,RRAT[dsm+16],*,*,
1517,B1714-34,259.33435200,-34.41654571,*,*,*,1.06e+06,1.37e+33,
1518,J1717-3737,259.31650000,-37.62666667,*,*,*,2.04e+06,6.58e+32,
1519,J1717-3847,259.32666667,-38.78416667,*,*,*,2.22e+07,2.13e+31,
1520,J1717-3953,259.35645833,-39.89861111,*,*,*,5.21e+08,1.02e+30,
1521,J1717-4043,259.44962500,-40.73055556,*,*,*,5.15e+05,7.67e+33,
1522,J1717-40435,259.25833333,-40.72527778,*,*,*,3.17e+06,1.61e+33,
1523,B1713-40,259.46816667,-41.05494444,*,*,*,3.80e+06,2.09e+32,
1524,J1717+4308A,259.27706833,43.13430017,BTX,MS[prl+20],*,8.19e+08,7.65e+34,
1525,J1717-5800,259.39854167,-58.00150000,*,*,*,2.61e+07,2.32e+32,
1526,J1718-3714,259.57745833,-37.23777778,*,*,*,7.79e+05,4.83e+32,
1527,J1718-3718,259.54095833,-37.31430556,*,*,HE[zkm+11],3.32e+04,1.65e+33,
1528,J1718-3825,259.55652083,-38.42168333,*,*,HE[waa+10],8.98e+04,1.25e+36,
1529,J1718-41,259.55000000,-41.11666667,*,*,*,*,*,
1530,J1718-4539,259.54958333,-45.65441667,*,*,*,1.25e+06,1.44e+33,
1531,J1719-1438,259.79197054,-14.63359500,ELL1,UL[bbb+11a],*,1.14e+10,1.64e+33,
1532,J1719-2330,259.90041667,-23.50388889,*,*,*,3.29e+06,9.22e+32,
1533,J1719-3458,259.80058750,-34.97288889,*,*,*,5.25e+08,4.89e+30,
1534,B1715-40,259.75717500,-40.11652778,*,*,*,1.80e+06,9.74e+33,
1535,J1719-4302,259.95320833,-43.03650000,*,*,*,9.52e+06,1.19e+33,
1536,J1720+00,260.22916667,0.66666667,*,*,RRAT[dsm+16],*,*,
1537,B1718-02,260.23862083,-2.20663889,*,*,*,9.14e+07,3.00e+31,
1538,B1717-16,260.10502647,-16.55936755,*,*,*,4.28e+06,5.96e+31,
1539,J1720+2150,260.00541667,21.83688889,*,*,*,3.46e+07,6.93e+30,
1540,J1720-2446,260.09358333,-24.77416667,*,*,*,2.34e+07,3.50e+31,
1541,B1717-29,260.14215622,-29.55451054,*,*,*,1.32e+07,1.23e+32,
1542,J1720-36,260.22500000,-36.88333333,*,*,*,*,*,
1543,J1720-3659,260.00823333,-36.98513889,*,*,*,1.70e+08,2.98e+31,
1544,B1718-19,260.25616830,-19.61404579,ELL1,*,HE[aab+22],9.80e+06,6.33e+31,
1545,J1721-1939,260.44420833,-19.66361111,*,*,*,4.99e+07,7.68e+31,
1546,J1721-2457,260.27290792,-24.95171389,*,*,*,1.00e+10,5.12e+33,
1547,B1718-35,260.38657833,-35.54711412,*,*,*,1.76e+05,4.51e+34,
1548,B1718-32,260.51232917,-32.12925000,*,*,*,1.17e+07,2.34e+32,
1549,J1722+35,260.52500000,35.30000000,*,*,*,*,*,
1550,B1718-36,260.54090417,-36.54813889,*,*,*,1.42e+06,2.77e+33,
1551,B1719-37,260.74670833,-37.20125000,*,*,*,3.44e+05,3.26e+34,
1552,J1722-4400,260.69382083,-44.00922222,*,*,*,9.26e+06,1.41e+33,
1553,J1723-2837,260.84660667,-28.63254722,ELL1,MS[cls+13],*,3.90e+09,4.66e+34,
1554,J1723-2852,260.99250000,-28.88083333,*,*,*,1.10e+07,1.46e+32,
1555,J1723-3659,260.78158333,-36.98727778,*,*,*,4.00e+05,3.80e+34,
