#,NAME,RAJD,DECJD,BINARY,BINCOMP,PSR,AGE,EDOT,
2629,J1904+0738,286.03138750,7.64769167,*,*,*,8.06e+06,1.78e+33,
2630,J1904+0800,286.01458333,8.01461111,*,*,*,2.41e+05,3.74e+34,
2631,J1904+0823g,286.18333333,8.38333333,*,*,*,*,*,
2632,J1904+0836g,286.14583333,8.60000000,*,*,*,*,*,
2633,J1904+0852g,286.22916667,8.86666667,*,*,*,*,*,
2634,B1901+10,286.01037500,10.19294444,*,*,*,1.07e+08,1.70e+30,
2635,J1904-11,286.14166667,-11.50944444,*,*,HE[trr+21/aab+22],*,*,
2636,J1904-1224,286.13867335,-12.40036635,*,*,*,1.60e+07,6.92e+31,
2637,J1904-1629,286.21404167,-16.48861111,*,*,*,7.66e+06,3.44e+31,
2638,J1904+33,286.00000000,33.00000000,*,*,*,*,*,
2639,B1902-01,286.36563333,-0.94466667,*,*,*,3.33e+06,4.54e+32,
2640,J1905+0154A,286.31416667,1.90916667,ELL1,He(?)[hrs+07],*,*,*,
2641,J1905+0156g,286.28333333,1.93333333,*,*,RRAT[zhx+23],*,*,
2642,J1905+0400,286.36780598,4.00302306,*,*,*,1.22e+10,3.57e+33,
2643,J1905+0414,286.25000000,4.23333333,*,*,RRAT[pab+18],*,*,
2644,J1905+0450g,286.49583333,4.83333333,*,*,*,*,*,
2645,J1905+0558g,286.26666667,5.96666667,*,*,RRAT[zhx+23],*,*,
2646,J1905+0600,286.26812500,6.01663889,*,*,*,6.28e+06,5.11e+32,
2647,J1905+0616,286.27853750,6.27130556,*,*,*,1.16e+05,5.51e+33,
2648,J1905+0656g,286.43750000,6.93333333,*,*,*,*,*,
2649,B1903+07,286.47342570,7.15537856,*,*,*,2.08e+06,7.17e+32,
2650,J1905+0758g,286.45000000,7.96666667,*,*,*,*,*,
2651,J1905+0902,286.33139583,9.04235833,*,*,*,9.88e+05,1.33e+34,
2652,J1905+0920g,286.28750000,9.33333333,*,*,*,*,*,
2653,J1905+0936g,286.35416667,9.60000000,*,*,*,*,*,
2654,J1905+1034,286.33593750,10.57436111,*,*,*,1.32e+06,1.59e+32,
2655,J1906+0055,286.70283546,0.91885722,ELL1,He[sab+16],*,1.33e+10,6.04e+33,
2656,J1906+0335g,286.70000000,3.58333333,*,*,RRAT[zhx+23],*,*,
2657,J1906+0414,286.74080417,4.24151111,*,*,*,1.44e+06,3.98e+32,
2658,J1906+0454,286.69641542,4.90251167,ELL1,He[pkr+19],*,1.11e+10,1.30e+34,
2659,J1906+0509,286.73540417,5.15988889,*,*,*,1.21e+06,3.28e+33,
2660,B1904+06,286.64685351,6.68413853,*,*,*,1.98e+06,4.42e+33,
2661,J1906+0646g,286.56250000,6.76666667,*,*,*,*,*,
2662,J1906+0649,286.54987500,6.83002778,*,*,*,1.34e+08,2.82e+30,
2663,J1906+0722,286.63000000,7.38216667,*,*,NRAD[aab+22],4.92e+04,1.02e+36,
2664,J1906+0724,286.59407083,7.40633333,*,*,*,8.12e+06,3.26e+31,
2665,J1906+0746,286.70358333,7.77386111,DD,NS(?)[vks+15],*,1.13e+05,2.68e+35,
2666,J1906+0757g,286.66666667,7.95000000,*,*,*,*,*,
2667,J1906+0822g,286.65833333,8.36666667,*,*,*,*,*,
2668,J1906+0912,286.61858333,9.21572222,*,*,*,9.29e+07,1.12e+31,
2669,J1906-1754,286.56216667,-17.90916667,ELL1,UL(?)[cbb+23],*,*,*,
2670,J1906+1854,286.68629167,18.90236111,*,*,*,7.86e+07,7.66e+30,
2671,J1907+0249,286.92512500,2.82805556,*,*,*,4.91e+06,1.03e+33,
2672,J1907+0255,286.82458333,2.91741667,*,*,*,4.40e+07,3.72e+31,
2673,J1907+0345,286.81059583,3.75294444,*,*,*,4.63e+05,2.34e+34,
2674,J1907+0534,286.84725000,5.58138889,*,*,*,5.73e+06,8.43e+31,
2675,J1907+0555g,286.86250000,5.91666667,*,*,RRAT[zhx+23],*,*,
2676,J1907+0602,286.97808333,6.03802778,*,*,HE,1.95e+04,2.83e+36,
2677,J1907+0631,286.76590000,6.52191667,*,*,*,1.13e+04,5.27e+35,
2678,J1907+0658g,286.89166667,6.96666667,*,*,*,*,*,
2679,J1907+0709g,286.98750000,7.15000000,*,*,*,*,*,
2680,J1907+0731,286.97829167,7.52275000,*,*,*,3.13e+05,1.51e+34,
2681,J1907+0740,286.93382500,7.67294444,*,*,*,1.36e+07,1.40e+32,
2682,J1907+0833,286.98768333,8.56666389,*,*,*,7.19e+05,3.10e+34,
2683,J1907+0859,286.75797083,8.99550000,*,*,*,4.36e+06,6.15e+31,
2684,J1907+0918,286.84350417,9.30854444,*,*,*,3.80e+04,3.22e+35,
2685,J1907+0919,286.80970833,9.32225000,*,*,AXP/NRAD,8.95e+02,2.59e+34,
2686,J1907+1149,286.90741667,11.82697222,*,*,*,1.41e+05,2.20e+33,
2687,B1904+12,286.79458333,12.79330556,*,*,*,6.73e+06,1.36e+32,
2688,J1907-1532,286.77825000,-15.53747222,*,*,*,3.25e+06,4.82e+32,
2689,B1905+39,286.89440000,40.03491944,*,*,*,3.62e+07,1.13e+31,
2690,J1907+57,286.75000000,57.00000000,*,*,*,*,*,
2691,J1908+0128,287.07834858,1.47297611,ELL1,He[mzl+23],*,1.41e+09,2.00e+34,
2692,J1908+0457,287.06729167,4.96138889,*,*,*,1.37e+07,6.37e+31,
2693,J1908+0500,287.02150833,5.01512500,*,*,*,1.78e+06,4.14e+33,
2694,J1908+0558,287.00832083,5.97609444,*,*,*,1.17e+06,1.88e+34,
2695,J1908+0734,287.07087500,7.57065556,*,*,*,4.08e+06,3.40e+33,
2696,J1908+0811g,287.18333333,8.18333333,*,*,*,*,*,
2697,J1908+0833,287.08733333,8.55875000,*,*,*,4.08e+06,5.84e+32,
2698,J1908+0839,287.07712500,8.66644444,*,*,*,1.23e+06,1.48e+34,
2699,J1908+0909,287.03098750,9.15344444,*,*,*,1.53e+05,3.61e+34,
2700,J1908+0911g,287.03750000,9.18333333,*,*,RRAT[zhx+23],*,*,
2701,B1906+09,287.24483333,9.27055556,*,*,*,1.34e+08,6.76e+30,
2702,J1908+0949g,287.03333333,9.81666667,*,*,*,*,*,
2703,J1908+1035g,287.09583333,10.58333333,*,*,*,*,*,
2704,J1908+1351,287.14712500,13.86111111,*,*,*,1.36e+07,4.56e+30,
2705,J1908+2105,287.23872500,21.08409056,ELL1,UL[cck+16],HE[drc+21],2.94e+09,3.24e+34,
2706,J1908+2351,287.13308333,23.86163889,*,*,*,3.52e+08,1.25e+31,
2707,B1907+00,287.39690678,0.13271408,*,*,*,2.92e+06,2.07e+32,
2708,B1907+02,287.40962686,2.91407554,*,*,*,2.84e+06,2.25e+32,
2709,J1909+0616,287.46337500,6.28105556,*,*,*,5.82e+05,1.88e+33,
2710,J1909+0641,287.37105000,6.69050000,*,*,RRAT,3.65e+06,3.12e+32,
2711,J1909+0657g,287.30833333,6.95000000,*,*,*,*,*,
2712,J1909+0749,287.28416667,7.82555556,*,*,*,2.47e+04,4.50e+35,
2713,J1909+0905g,287.41250000,9.08333333,*,*,*,*,*,
2714,J1909+0912,287.33295833,9.21491667,*,*,*,9.87e+04,1.28e+35,
2715,J1909+0930g,287.44583333,9.50000000,*,*,*,*,*,
2716,B1907+10,287.45284542,11.03417889,*,*,*,1.70e+06,4.57e+33,
2717,J1909+1132g,287.40416667,11.53333333,*,*,*,*,*,
2718,J1909+1148,287.38074583,11.81662778,*,*,*,9.81e+07,3.16e+31,
2719,J1909+1205,287.46445833,12.09638889,*,*,*,5.73e+06,7.23e+31,
2720,J1909+1450,287.36233333,14.84944444,*,*,*,7.21e+07,8.75e+30,
2721,J1909+1859,287.32751667,18.98631667,*,*,*,8.86e+07,2.40e+31,
2722,J1909-3744,287.44763451,-37.73738437,T2,He[jhb+05],*,3.33e+09,2.16e+34,
2723,J1910-0112,287.56541667,-1.20166667,*,*,*,1.21e+08,2.79e+30,
2724,J1910+0225,287.54316250,2.42322222,*,*,*,2.04e+07,2.69e+32,
2725,B1907-03,287.62371667,-3.16502778,*,*,*,3.65e+06,6.74e+32,
2726,B1907+03,287.53776645,3.97445134,*,*,*,8.26e+06,1.39e+31,
2727,J1910+0435,287.54613333,4.59152778,*,*,*,6.11e+05,2.32e+33,
2728,J1910+0517,287.65794583,5.29891667,*,*,*,6.68e+06,9.87e+32,
2729,J1910+0534,287.61045833,5.56916667,*,*,*,3.73e+06,8.18e+32,
2730,J1910-0556,287.56884583,-5.94163889,*,*,*,1.48e+07,1.36e+32,
2731,J1910+0710,287.55780417,7.17955556,*,*,*,4.16e+07,5.18e+31,
2732,J1910+0714,287.57748750,7.23661111,*,*,*,7.02e+06,1.21e+31,
2733,J1910+0728,287.59199583,7.47696944,*,*,*,6.21e+05,9.52e+33,
2734,J1910+1017,287.60885000,10.29835833,*,*,*,1.20e+06,3.08e+33,
2735,J1910+1026,287.70313750,10.44791667,*,*,*,3.28e+04,6.76e+34,
2736,J1910+1054g,287.50416667,10.90000000,*,*,*,*,*,
2737,J1910+1117g,287.61250000,11.28333333,*,*,*,*,*,
2738,B1907+12,287.55641313,12.52782889,*,*,*,2.78e+06,1.08e+32,
2739,J1910+1256,287.54042290,12.94040385,DD,He[gsf+11],*,8.16e+09,3.09e+33,
2740,J1910+56,287.67500000,56.91666667,*,*,*,*,*,
2741,J1910-5959A,287.92811167,-59.97416250,ELL1H,He[cfpd06],*,*,*,
2742,J1910-5959B,287.71689833,-59.98357250,*,*,*,*,*,
2743,J1910-5959C,287.77314667,-60.01658333,*,*,*,3.87e+10,5.80e+32,
2744,J1910-5959D,287.71840125,-59.98485528,*,*,*,1.48e+08,5.16e+34,
2745,J1910-5959E,287.71732167,-59.98391306,*,*,*,*,*,
2746,J1910-5959F,287.71694167,-59.98591667,*,*,*,1.81e+08,4.79e+34,
2747,J1911+00,287.95000000,0.61666667,*,*,RRAT,*,*,
2748,B1908+00A,287.79620654,1.03603917,ELL1,UL[fhn+05],*,*,*,
2749,J1911+0101B,287.80238542,1.03067778,*,*,*,*,*,
2750,J1911+0310g,287.82500000,3.16666667,*,*,RRAT[zhx+23],*,*,
2751,J1911+0751g,287.92916667,7.85000000,*,*,*,*,*,
2752,J1911+0921,287.94369583,9.36577778,*,*,*,2.48e+08,3.37e+31,
2753,J1911+0925,287.99780000,9.42561111,*,*,*,1.45e+06,4.12e+33,
2754,J1911+0939g,287.90833333,9.65000000,*,*,*,*,*,
2755,J1911+1017g,287.80000000,10.28333333,*,*,RRAT[zhx+23],*,*,
2756,J1911+1051,287.92609167,10.85742778,*,*,*,2.49e+05,6.91e+34,
2757,J1911-1114,287.95534304,-11.23957806,ELL1,He[llb+96],*,4.12e+09,1.16e+34,
2758,J1911+1252g,287.86666667,12.86666667,*,*,*,*,*,
2759,J1911+1301,287.88224583,13.02405556,*,*,*,8.47e+06,7.23e+31,
2760,J1911+1336,287.99808750,13.61527778,*,*,*,3.00e+07,2.32e+32,
2761,J1911+1347,287.98001448,13.79287662,*,*,*,4.33e+09,6.75e+33,
2762,J1911+1758,287.98079167,17.97938611,*,*,*,5.57e+08,5.30e+30,
2763,J1912+0934g,288.17083333,9.56666667,*,*,*,*,*,
2764,J1912-0952,288.05103417,-9.88104111,ELL1,He[mzl+23],*,1.39e+10,7.17e+31,
2765,J1912+1000g,288.19166667,10.00000000,*,*,RRAT[zhx+23],*,*,
2766,B1910+10,288.19304167,10.61155556,*,*,*,4.11e+05,9.07e+33,
2767,J1912+1105g,288.10833333,11.08333333,*,*,*,*,*,
2768,J1912+1417g,288.13333333,14.28333333,*,*,*,*,*,
2769,B1910+20,288.18057958,21.07609056,*,*,*,3.48e+06,3.61e+31,
2770,J1912+2525,288.07760833,25.41725556,*,*,*,4.38e+07,3.69e+31,
2771,B1911-04,288.47572292,-4.67991111,*,*,*,3.22e+06,2.85e+32,
2772,J1913+0446,288.46175000,4.76833333,*,*,*,9.18e+04,2.61e+33,
2773,J1913+0523,288.34467083,5.39966667,*,*,*,5.84e+06,2.45e+32,
2774,J1913+0618,288.32449417,6.30229917,DD,He/CO(?)[pkr+19],*,8.29e+09,2.99e+33,
2775,J1913+0657,288.38716667,6.95675000,*,*,*,7.04e+06,5.62e+31,
2776,J1913+0832,288.25208333,8.53475000,*,*,*,4.66e+05,7.43e+34,
2777,J1913+0904,288.33775417,9.07927778,*,*,HE,1.47e+05,1.60e+35,
2778,B1911+09,288.46958333,9.61161111,*,*,*,4.56e+07,8.90e+30,
2779,J1913+1000,288.26495833,10.00066667,*,*,*,7.92e+05,1.13e+33,
2780,J1913+1011,288.33475417,10.18971389,*,*,HE[sbc+19],1.68e+05,2.88e+36,
2781,J1913+1037g,288.47083333,10.61666667,*,*,*,*,*,
2782,J1913+1050,288.39735000,10.84072222,*,*,*,1.54e+07,1.12e+33,
2783,J1913+1054g,288.27916667,10.90000000,*,*,*,*,*,
2784,J1913+1102,288.37105917,11.03492806,DD,NS[lfa+16],*,2.69e+09,3.13e+32,
2785,J1913+11025,288.42797917,11.04966667,*,*,*,4.30e+07,1.70e+31,
2786,J1913+1145,288.43283333,11.75919444,*,*,*,9.67e+05,6.91e+33,
2787,J1913+1330,288.32487500,13.50910556,*,*,RRAT,1.69e+06,4.35e+32,
2788,B1911+13,288.35146958,14.01459972,*,*,*,1.03e+07,2.24e+32,
2789,J1913+3732,288.36619583,37.53675000,*,*,*,9.78e+06,8.83e+31,
2790,J1914+0219,288.59914167,2.32994444,*,*,*,7.12e+06,4.20e+32,
2791,J1914+0625,288.53482917,6.41693611,*,*,*,3.07e+07,2.63e+31,
2792,J1914+0631,288.57183333,6.53230556,*,*,*,3.31e+08,3.93e+30,
2793,J1914+0659,288.57352917,7.01972222,*,*,*,9.46e+09,1.93e+32,
2794,J1914+0805,288.52295000,8.08686111,*,*,*,2.39e+08,1.26e+31,
2795,J1914+0838,288.61021083,8.64587222,*,*,*,1.19e+07,2.72e+32,
2796,J1914+1029g,288.59583333,10.48333333,*,*,*,*,*,
2797,J1914+1054g,288.52916667,10.90000000,*,*,*,*,*,
2798,B1911+11,288.54216667,11.36769444,*,*,*,1.45e+07,1.19e+32,
2799,J1914+1228g,288.72916667,12.46666667,*,*,*,*,*,
2800,J1914+1428,288.72477500,14.47950000,*,*,*,8.42e+06,5.52e+31,
2801,J1915+0227,288.75884167,2.46326944,*,*,*,1.68e+07,3.69e+32,
2802,J1915+0639,288.97636250,6.66283611,*,*,*,5.54e+06,2.72e+32,
2803,J1915+0738,288.85333333,7.64205556,*,*,*,7.39e+06,3.55e+31,
2804,J1915+0752,288.75808333,7.86922222,*,*,*,2.35e+08,6.29e+29,
2805,J1915+0832g,288.77500000,8.53333333,*,*,*,*,*,
2806,J1915+0838,288.80779167,8.64991667,*,*,*,3.46e+06,1.54e+33,
2807,B1913+10,288.87496250,10.16204722,*,*,*,4.20e+05,9.10e+33,
2808,J1915+1045g,288.88333333,10.75000000,*,*,RRAT[zhx+23],*,*,
2809,J1915-11,288.75000000,-11.50000000,*,*,RRAT,*,*,
2810,J1915+1145,288.88801292,11.76138333,*,*,*,1.80e+08,1.15e+32,
2811,J1915+1150,288.81920833,11.84316667,*,*,*,1.16e+05,5.39e+35,
2812,J1915+1410,288.89756667,14.18097222,*,*,*,9.63e+07,7.34e+31,
2813,B1913+16,288.86666425,16.10760744,DDH,NS[wnt10],*,1.09e+08,1.65e+33,
2814,B1913+167,288.82962409,16.78568769,*,*,*,6.32e+07,3.79e+30,
2815,J1916+0741g,289.07083333,7.68333333,*,*,*,*,*,
2816,J1916+0748,289.21458333,7.80000000,*,*,*,8.02e+05,2.66e+33,
2817,J1916+0748g,289.25000000,7.80000000,*,*,*,*,*,
2818,J1916+0844,289.07950417,8.73527778,*,*,*,2.40e+06,1.34e+33,
2819,J1916+0852,289.10250000,8.87666667,*,*,*,2.64e+06,4.97e+31,
2820,J1916+0937g,289.00416667,9.61666667,*,*,RRAT[zhx+23],*,*,
2821,B1914+09,289.13476905,9.85721612,*,*,*,1.70e+06,5.04e+33,
2822,J1916+1023,289.15379167,10.38416667,*,*,*,3.77e+07,6.34e+30,
2823,B1913+105,289.04883333,10.51483333,*,*,*,2.93e+08,5.39e+30,
2824,J1916+1030g,289.19166667,10.50000000,*,*,*,*,*,
2825,J1916+1142Ag,289.24583333,11.70000000,*,*,RRAT[zhx+23],*,*,
2826,J1916+1142Bg,289.24583333,11.70000000,*,*,RRAT[zhx+23],*,*,
2827,J1916+1225,289.08352083,12.43165000,*,*,*,1.54e+05,7.87e+34,
2828,B1914+13,289.24445833,13.21388889,*,*,*,1.22e+06,6.45e+33,
2829,J1916-2939,289.13625417,-29.65772222,*,*,*,1.59e+07,2.52e+31,
2830,J1916+3224,289.01445000,32.41102778,*,*,*,5.19e+06,9.31e+31,
2831,J1917+0743g,289.35833333,7.71666667,*,*,*,*,*,
2832,J1917+0834,289.45355417,8.58184167,*,*,*,1.93e+06,7.15e+31,
2833,J1917+0834g,289.26666667,8.56666667,*,*,RRAT[zhx+23],*,*,
2834,J1917+1046g,289.47916667,10.76666667,*,*,*,*,*,
2835,J1917+1121g,289.36250000,11.35000000,*,*,*,*,*,
2836,J1917+1259g,289.37083333,12.98333333,*,*,*,*,*,
2837,B1915+13,289.41577667,13.89918806,*,*,*,4.28e+05,3.85e+34,
2838,J1917+1411g,289.35833333,14.18333333,*,*,*,*,*,
2839,J1917+17,289.25000000,17.40000000,*,*,*,*,*,
2840,J1917+1737,289.34990000,17.62544444,*,*,*,1.64e+07,3.41e+32,
2841,B1915+22,289.43428307,22.38021094,*,*,*,2.36e+06,1.46e+33,
2842,J1918+0342g,289.59166667,3.70000000,*,*,RRAT[zhx+23],*,*,
2843,J1918-0642,289.70013634,-6.70969457,ELL1H,He[jsb+10],*,4.72e+09,2.27e+33,
2844,J1918-1052,289.70102917,-10.87955000,*,*,*,1.46e+07,6.70e+31,
2845,J1918+1311,289.69258333,13.19014167,*,*,*,6.01e+06,1.42e+32,
2846,J1918+1340g,289.72500000,13.66666667,*,*,*,*,*,
2847,B1916+14,289.59849272,14.75166717,*,*,HE[zkgl09],8.81e+04,5.09e+33,
2848,J1918+1514g,289.73750000,15.23333333,*,*,RRAT[zhx+23],*,*,
2849,J1918+1536g,289.59583333,15.60000000,*,*,*,*,*,
2850,J1918+1540g,289.57916667,15.66666667,*,*,*,*,*,
2851,J1918+1541,289.53208333,15.68755556,*,*,*,2.31e+06,1.97e+33,
2852,J1918+1547g,289.64166667,15.78333333,*,*,*,*,*,
2853,B1917+00,289.96113125,0.36103389,*,*,*,2.63e+06,1.47e+32,
2854,J1919+0134,289.93175000,1.58236111,*,*,*,4.31e+07,5.63e+30,
2855,J1919+1113g,289.86250000,11.21666667,*,*,RRAT[zhx+23],*,*,
2856,J1919+1314,289.88744167,13.24369444,*,*,*,2.39e+06,8.02e+32,
2857,J1919+1527g,289.95833333,15.45000000,*,*,*,*,*,
2858,J1919+1645,289.78851250,16.75631111,*,*,*,4.13e+07,4.79e+31,
2859,J1919+1745,289.93059167,17.75105278,*,*,RRAT,1.93e+07,7.47e+30,
2860,J1919+23,289.85833333,23.87944444,*,*,NRAD[aab+22],*,*,
2861,J1919+2621,289.92088750,26.35818333,*,*,*,1.89e+07,7.79e+31,
2862,J1920-0950,290.23304167,-9.83361111,*,*,*,4.19e+07,1.39e+31,
2863,J1920+1040,290.23075000,10.67527778,*,*,*,5.42e+06,2.35e+31,
2864,J1920+1110,290.05545833,11.18305556,*,*,*,5.18e+07,4.65e+31,
2865,J1920+1515g,290.09166667,15.25000000,*,*,*,*,*,
2866,B1918+26,290.15989412,26.84400048,*,*,*,3.62e+08,2.80e+30,
2867,J1921+0137,290.37628187,1.62376083,ELL1,He[san16],HE,2.04e+09,4.91e+34,
2868,J1921-05,290.26666667,-5.38333333,*,*,*,*,*,
2869,J1921-0510,290.37270833,-5.16966667,*,*,*,2.09e+07,4.75e+31,
2870,J1921+0812,290.44876667,8.21440556,*,*,*,6.22e+05,2.27e+34,
2871,J1921+0851g,290.29583333,8.85000000,*,*,RRAT[zhx+23],*,*,
2872,J1921+0921,290.47286250,9.35838889,*,*,*,9.30e+05,2.13e+33,
2873,J1921+1006g,290.43333333,10.10000000,*,*,RRAT[zhx+23],*,*,
2874,J1921+1227g,290.34166667,12.45000000,*,*,RRAT[zhx+23],*,*,
2875,J1921+1259g,290.32500000,12.98333333,*,*,*,*,*,
2876,J1921+1340g,290.37500000,13.66666667,*,*,*,*,*,
2877,B1919+14,290.35066643,14.32140937,*,*,*,1.75e+06,9.36e+32,
2878,J1921+1505g,290.35416667,15.08333333,*,*,*,*,*,
2879,J1921+1544,290.44363458,15.73818333,*,*,*,2.32e+06,1.31e+34,
2880,J1921+1629g,290.44583333,16.48333333,*,*,RRAT[zhx+23],*,*,
2881,J1921+1630,290.25059167,16.51550000,*,*,*,6.64e+05,1.07e+33,
2882,J1921+1632g,290.40416667,16.53333333,*,*,RRAT[zhx+23],*,*,
2883,J1921+1929,290.34729458,19.48952750,ELL1,He[pkr+19],HE,1.10e+09,8.14e+34,
2884,B1918+19,290.26583304,19.81240720,*,*,*,1.45e+07,6.39e+31,
2885,B1919+20,290.46498750,20.05577778,*,*,*,2.41e+08,4.48e+30,
2886,B1919+21,290.43672917,21.88395833,*,*,*,1.57e+07,2.23e+31,
2887,J1921+34,290.25000000,34.11666667,*,*,*,*,*,
2888,J1922+1131,290.70945833,11.53291667,*,*,*,3.47e+08,5.71e+30,
2889,J1922+1733,290.72174167,17.55651944,*,*,*,2.80e+05,4.01e+34,
2890,B1920+20,290.53336196,20.29925534,*,*,*,2.86e+07,1.59e+31,
2891,B1920+21,290.72304864,21.17832376,*,*,*,2.09e+06,2.58e+32,
2892,J1922+58,290.50000000,58.46666667,*,*,*,*,*,
2893,J1923-0408,290.79566667,-4.13872222,*,*,*,2.68e+08,1.77e+30,
2894,J1923+1143g,290.90833333,11.71666667,*,*,*,*,*,
2895,J1923+1521g,290.80000000,15.35000000,*,*,*,*,*,
2896,B1921+17,290.78270833,17.10261111,*,*,*,2.02e+08,1.04e+31,
2897,J1923+2022g,290.98333333,20.36666667,*,*,*,*,*,
2898,J1923+2515,290.84371759,25.26127254,*,*,*,6.28e+09,6.94e+33,
2899,J1923+4243,290.81350349,42.72184543,*,*,*,3.72e+06,4.74e+32,
2900,J1924+1343g,291.08333333,13.71666667,*,*,*,*,*,
2901,J1924+1446g,291.22500000,14.76666667,*,*,RRAT[zhx+23],*,*,
2902,J1924+1509g,291.14166667,15.15000000,*,*,*,*,*,
2903,J1924+1510g,291.00833333,15.16666667,*,*,*,*,*,
2904,J1924+1628,291.18370833,16.47713611,*,*,*,1.85e+07,2.40e+32,
2905,J1924+1631,291.22866667,16.53022222,*,*,*,1.28e+05,5.69e+32,
2906,J1924+1639,291.01296458,16.66132111,*,*,*,9.77e+05,2.56e+34,
2907,J1924+1713,291.13548750,17.22583333,*,*,*,1.06e+08,1.02e+31,
2908,J1924+1734g,291.23750000,17.56666667,*,*,RRAT[zhx+23],*,*,
2909,J1924+1917,291.10920833,19.29011111,*,*,*,1.02e+08,3.76e+30,
2910,J1924+1923g,291.08333333,19.38333333,*,*,*,*,*,
2911,J1924+1932g,291.20416667,19.53333333,*,*,*,*,*,
2912,J1924+2027g,291.14166667,20.45000000,*,*,*,*,*,
2913,J1924+2037g,291.14166667,20.61666667,*,*,*,*,*,
2914,B1922+20,291.16666667,20.66750000,*,*,*,1.80e+06,6.14e+33,
2915,J1925+1532g,291.25000000,15.53333333,*,*,*,*,*,
2916,J1925-16,291.27500000,-16.01666667,*,*,RRAT,*,*,
2917,J1925+1629g,291.29166667,16.48333333,*,*,*,*,*,
2918,J1925+1636g,291.45000000,16.60000000,*,*,*,*,*,
2919,J1925+1720,291.36262917,17.34091944,*,*,HE[lbh+15/sbc+19],1.15e+05,9.54e+35,
2920,J1925+19,291.35833333,19.06666667,*,*,*,*,*,
2921,B1923+04,291.60196667,4.52542778,*,*,*,6.91e+06,7.84e+31,
2922,J1926-0652,291.65433750,-6.87852778,*,*,*,6.51e+07,3.71e+30,
2923,J1926+0737,291.64058333,7.61866667,*,*,*,1.34e+07,4.60e+32,
2924,J1926-1314,291.72431250,-13.23438889,*,*,*,2.11e+06,1.25e+31,
2925,B1924+14,291.73844133,14.58203825,*,*,*,9.56e+07,3.73e+30,
2926,J1926+1452g,291.72916667,14.86666667,*,*,*,*,*,
2927,J1926+1614,291.70917500,16.23854722,*,*,*,1.46e+08,4.52e+31,
2928,J1926+1631g,291.60000000,16.51666667,*,*,*,*,*,
2929,B1924+16,291.68884545,16.80910566,*,*,*,5.11e+05,3.64e+33,
2930,J1926+1857g,291.74583333,18.95000000,*,*,*,*,*,
2931,B1924+19,291.59508333,19.46991667,*,*,*,1.49e+07,2.31e+31,
2932,J1926+2016,291.57526667,20.26698056,*,*,*,1.35e+06,5.17e+33,
2933,J1927+0911,291.85678333,9.18491667,*,*,*,7.24e+07,1.03e+32,
2934,J1927+1430g,291.91666667,14.50000000,*,*,*,*,*,
2935,J1927+1849g,291.94166667,18.81666667,*,*,RRAT[zhx+23],*,*,
2936,B1925+18,291.79342500,18.86902778,*,*,*,6.59e+07,4.07e+31,
2937,B1925+188,291.85404167,18.94355556,*,*,*,2.11e+06,3.34e+33,
2938,J1927+1940g,291.82083333,19.66666667,*,*,RRAT[zhx+23],*,*,
2939,B1925+22,291.78366667,22.58258333,*,*,*,2.94e+07,1.04e+31,
2940,J1928-0108,292.07887500,-1.14880556,*,*,*,1.34e+07,8.34e+30,
2941,J1928+1245,292.18914000,12.76482611,ELL1,UL[pkr+19],*,2.85e+09,2.40e+34,
2942,J1928+1443,292.02829167,14.71980556,*,*,*,7.63e+07,8.03e+30,
2943,J1928+15,292.08333333,15.21666667,*,*,RRAT,*,*,
2944,J1928+1725,292.21666667,17.42472222,*,*,*,*,*,
2945,J1928+1746,292.17730417,17.77489444,*,*,HE[sbc+19],8.26e+04,1.60e+36,
2946,J1928+1809g,292.02500000,18.15000000,*,*,*,*,*,
2947,J1928+1816g,292.04166667,18.26666667,*,*,*,*,*,
2948,J1928+1839g,292.15833333,18.65000000,*,*,*,*,*,
2949,J1928+1852g,292.02083333,18.86666667,*,*,*,*,*,
2950,J1928+1902g,292.02083333,19.03333333,*,*,*,*,*,
2951,J1928+1915g,292.25000000,19.25000000,*,*,*,*,*,
2952,J1928+1923,292.02151250,19.39203333,*,*,*,2.04e+06,4.59e+32,
2953,J1928+28,292.00000000,28.00000000,*,*,*,*,*,
2954,J1929+00,292.36666667,0.43333333,*,*,*,*,*,
2955,J1929+0132,292.42720137,1.54626750,ELL1,He[mzl+23],*,1.19e+10,1.28e+33,
2956,J1929+1357,292.29425000,13.95997222,*,*,*,3.75e+06,2.22e+32,
2957,J1929+16,292.32500000,16.35000000,*,*,*,*,*,
2958,J1929+1615g,292.40000000,16.25000000,*,*,*,*,*,
2959,J1929+1731g,292.26666667,17.51666667,*,*,*,*,*,
2960,B1926+18,292.31991667,18.74986111,*,*,*,8.19e+06,5.12e+31,
2961,J1929+19,292.38333333,19.08333333,*,*,*,*,*,
2962,J1929+1937g,292.29166667,19.61666667,*,*,*,*,*,
2963,J1929+1955,292.32321375,19.91886389,*,*,*,1.60e+06,5.89e+33,
2964,J1929+2121,292.26766250,21.35630000,*,*,*,5.36e+06,2.23e+32,
2965,J1929+3817,292.27922500,38.29930556,*,*,*,2.12e+07,4.46e+31,
2966,J1929+62,292.25000000,62.26666667,*,*,*,*,*,
2967,J1929+66,292.25000000,66.00000000,*,*,*,*,*,
2968,B1927+13,292.50394583,13.26975000,*,*,*,3.29e+06,3.29e+32,
2969,J1930+1357g,292.55000000,13.95000000,*,*,*,*,*,
